000000000000000001	acudir_dentista	dentista abierta?
000000000000000002	acudir_dentista	dentista
000000000000000003	acudir_dentista	dentista
000000000000000004	acudir_dentista	Puedo ir al dentista?
000000000000000005	acudir_dentista	dentista
000000000000000006	acudir_dentista	dentista
000000000000000007	acudir_dentista	Puedo ir al dentista
000000000000000008	acudir_dentista	Puedo acudir al dentista
000000000000000009	acudir_dentista	dentista
000000000000000010	acudir_hospital	Cuándo ir a hospital
000000000000000011	acudir_hospital	En fase 0 puede viajar un matrimonio para ir al hospital?
000000000000000012	acudir_hospital	menor acompañados hospital
000000000000000013	acudir_hospital	Consulta hospital
000000000000000014	acudir_hospital	Quiero ir al hospital para trabajar la tarjeta de salud.
000000000000000015	acudir_hospital	Ir al hospital
000000000000000016	acudir_hospital	Se puede ir al hospital
000000000000000017	acudir_hospital	Puedo ir a una cita al hospital con un especialista
000000000000000018	acudir_hospital	hospital
000000000000000019	acudir_hospital	hospital
000000000000000020	acudir_hospital	Visita al hospital
000000000000000021	acudir_hospital	saludo. Para ir a un hospital cuáles son las prioridades?
000000000000000022	acudir_hospital	¿Cuándo debo ir a hospital?
000000000000000023	acudir_hospital	Cuando va a ser mi operación?
000000000000000024	acudir_hospital	Asistencia a hospital
000000000000000025	acudir_hospital	hospital
000000000000000026	acudir_hospital	saludo, los hospital atienden?
000000000000000027	acudir_hospital	¿Se puede ir a una hospital?
000000000000000028	acudir_hospital	hospital
000000000000000029	acudir_hospital	Tengo una hospital
000000000000000030	acudir_hospital	Si tengo un problema ajeno al coronavirus, como romperme una pierna puedo ir al hospital?
000000000000000031	acudir_hospital	Los hospital nos están dando larga aún sabiendo que tenemos sintomas?
000000000000000032	acudir_hospital	Tengo una consulta el fecha con mi hospital en mi hospital. Tengo que ir?
000000000000000033	acudir_hospital	Puedo ir a hacerme una hospital
000000000000000034	acudir_hospital	Mi pregunta es la siguiente dentro de unas semanas me tengo que hacer una hospital para ver como va la celiaquía
000000000000000035	acudir_hospital	Me aconsejarías que fuese o mejor que lo suspenda y me den la hospital y medico mas tarde o para el año que viene.
000000000000000036	acudir_hospital	cuando ir a hospital
000000000000000037	acudir_hospital	hospital
000000000000000038	acudir_hospital	Cuando debo acudir a un hospital
000000000000000039	acudir_hospital	hospital?
000000000000000040	acudir_hospital	hospital
000000000000000041	acudir_hospital	hospital
000000000000000042	acudir_hospital	Tengo otros problemas de salud aparte del coronavirus. No hay ningún hospital abierto.
000000000000000043	acudir_hospital	hospital
000000000000000044	acudir_hospital	Tengo una hospital el fecha, debo ir?
000000000000000045	acudir_hospital	voy al hospital?
000000000000000046	acudir_hospital	Otras hospital
000000000000000047	acudir_hospital	Necesito hospital, puedo llamar directamente al hospital?
000000000000000048	acudir_hospital	Los hospital están saturados?
000000000000000049	acudir_hospital	puedo llevar a mi menor al hospital?
000000000000000050	acudir_hospital	Puedo ir al hospital para cosas que no son el coronavirus?
000000000000000051	acudir_hospital	Cuando tengo que ir al hospital?
000000000000000052	acudir_hospital	puedo ir a mi hospital?
000000000000000053	acudir_hospital	Puedo acudir a un hospital?
000000000000000054	acudir_hospital	¿Puedo pedir cita a mi hospital?
000000000000000055	acudir_hospital	Necesito hablar con mi hospital
000000000000000056	acudir_hospital	Cuando acudir al hospital?
000000000000000057	acudir_hospital	Cuando llamar al hospital?
000000000000000058	acudir_hospital	puedo ir a mi hospital?
000000000000000059	acudir_hospital	dónde me pueden hacer mis hospital?
000000000000000060	acudir_hospital	Voy al hospital?
000000000000000061	acudir_hospital	debo ir a hospital?
000000000000000062	acudir_hospital	hospital
000000000000000063	acudir_hospital	debo ir a hospital
000000000000000064	acudir_hospital	Puedo ir a hospital si me rompo la cadera
000000000000000065	acudir_hospital	Puedo pedir cita para mi hospital?
000000000000000066	acudir_hospital	saludo se puede ir a hospital con un menor?
000000000000000067	acudir_hospital	puedo pedir cita para mi hospital?
000000000000000068	acudir_hospital	Cuando tengo que ir al hospital?
000000000000000069	acudir_hospital	Cuando ir a hospital
000000000000000070	acudir_hospital	hospital
000000000000000071	acudir_hospital	¿Debo ir al hospital?
000000000000000072	acudir_hospital	¿Puedo ir al hospital?
000000000000000073	acudir_hospital	traslado al hospital
000000000000000074	acudir_hospital	hospital
000000000000000075	acudir_hospital	acudir a hospital
000000000000000076	acudir_hospital	acudir al hospital
000000000000000077	acudir_hospital	ir a hospital
000000000000000078	acudir_hospital	¿Cuándo ir a hospital?
000000000000000079	acudir_hospital	¿Debo ir al hospital?
000000000000000080	acudir_hospital	Necesito hospital para mi tratamiento
000000000000000081	acudir_hospital	Tengo una hospital el fecha, tengo que ir?
000000000000000082	acudir_hospital	Quiero cambiar mi hospital con el hospital
000000000000000083	acudir_hospital	Puedo acompañar a mi pareja al hospital?
000000000000000084	acudir_hospital	A que porcentaje debe bajar la saturación para ir al hospital
000000000000000085	afecta-viejos-jovenes	A quienes afecta
000000000000000086	afecta-viejos-jovenes	sintomas en los jóvenes
000000000000000087	afecta-viejos-jovenes	Los jóvenes se infectan
000000000000000088	afecta-viejos-jovenes	Afecta a personas jóvenes?
000000000000000089	afecta-viejos-jovenes	A quien afecta el coronavirus?
000000000000000090	afecta-viejos-jovenes	mis menor están en peligro
000000000000000091	afecta-viejos-jovenes	¿Afecta solo a las personas de edad avanzada?
000000000000000092	afecta-viejos-jovenes	¿Afecta solo a los ancianos?
000000000000000093	afecta-viejos-jovenes	¿Afecta solo a los viejos?
000000000000000094	afecta-viejos-jovenes	El nuevo coronavirus, ¿afecta solo a las personas de edad o también puede afectar a las más jóvenes?
000000000000000095	afecta-viejos-jovenes	Soy joven, ¿me puede afectar el coronavirus?
000000000000000096	afecta-viejos-jovenes	¿Afecta la COVID-coronavirus a los jóvenes?
000000000000000097	afecta-viejos-jovenes	Cuál es el efecto en jóvenes
000000000000000098	aire	saludo quiero saber si se puede transmitir por el aire?
000000000000000099	aire	aire acondicionado
000000000000000100	aire	Cuanto tiempo está el coronavirus en el aire?
000000000000000101	aire	Está el coronavirus en el aire?
000000000000000102	aire	El coronavirus  queda tiempo en suspensión?
000000000000000103	aire	El coronavirus de contagia por aire?
000000000000000104	aire	Durante cuánto tiempo permanece el coronavirus suspendido en el aire antes de morir?
000000000000000105	aire	saludo el coronavirus se puede coger por el aire
000000000000000106	aire	Si respiro aire contaminado me contagio?
000000000000000107	aire	¿Los estornudos lo contagian?
000000000000000108	aire	aire coronavirus
000000000000000109	aire	¿Por qué mantener una buena higiene de las vías respiratorias?
000000000000000110	aire	¿Por qué debo cuidar las vías respiratorias?
000000000000000111	aire	¿Son importantes las vías respiratorias?
000000000000000112	aire	¿Qué repercusión tienen las vías respiratorias?
000000000000000113	aire	¿afecta el coronavirus a las vías respiratorias?
000000000000000114	aire	Se contagia por el aire?
000000000000000115	aire	aire coronavirus
000000000000000116	aire	el coronavirus se transmite por aire
000000000000000117	aire	El coronavirus se contagia por aire?
000000000000000118	aire	¿Se contagia por el aire?
000000000000000119	aire	¿Puedo contagiarme por el aire?
000000000000000120	aire	¿Se transmite por el aire?
000000000000000121	aire	¿Puede transmitirse a través del aire el coronavirus causante de la COVID-coronavirus?
000000000000000122	aislamiento_casa	En caso de vivir solo?
000000000000000123	aislamiento_casa	Aislamiento
000000000000000124	aislamiento_casa	Medidas de aislamiento
000000000000000125	aislamiento_casa	Como preparar mi casa para el aislamiento?
000000000000000126	aislamiento_casa	Puedo cocinar con coronavirus
000000000000000127	aislamiento_casa	Se puede cocinar con coronavirus
000000000000000128	aislamiento_casa	Me aíslo en mi habitación?
000000000000000129	aislamiento_casa	aislamiento
000000000000000130	aislamiento_casa	Como preparar él lugar de aislamiento?
000000000000000131	aislamiento_casa	Aislamiento preventivo mayores de 60 años
000000000000000132	aislamiento_casa	Aislamiento domiciliario zonas rurales
000000000000000133	aislamiento_casa	Medidas en las viviendas
000000000000000134	aislamiento_casa	Un aislado en  la habitación cuanto tiempo tiene que estar
000000000000000135	aislamiento_casa	Cuando salir de la habitación después del coronavirus
000000000000000136	aislamiento_casa	Como preparar lugar de aislamiento
000000000000000137	aislamiento_casa	Como preparar mi casa para el aislamiento?
000000000000000138	aislamiento_casa	Aislamiento
000000000000000139	aislamiento_casa	Cómo preparar el lugar de aislamiento?
000000000000000140	aislamiento_casa	¿Cómo preparo el lugar de aislamiento?
000000000000000141	aislamiento_casa	Cómo preparo el lugar de aislamiento?
000000000000000142	aislamiento_casa	SI soy positivo, me tengo que aislar en casa
000000000000000143	aislamiento_casa	Soy positivo sin sintomas, me tengo que aislar en casa?
000000000000000144	aislamiento_casa	¿Que hago si tengo el coronavirus?
000000000000000145	aislamiento_casa	Tengo el coronavirus, qué hago?
000000000000000146	aislamiento_casa	Que medida tomar si los dos padres tienen coronavirus y el menor seguramente también?
000000000000000147	aislamiento_casa	sintomas de la enfermedad, qué no hacer, aislamiento o cómo convivir con una persona contagiada
000000000000000148	aislamiento_casa	Tenemos si tenemos un posible caso a casa que hacemos?
000000000000000149	aislamiento_casa	saludo. Mi cuñado enfermero fecha ha dado positivo. Tiene anosmia y disguesia. Se preguntan si tiene que limitar el contacto con el resto de la unidad familiar o al poder estar contagiados no hace falta más que el confinamiento?
000000000000000150	aislamiento_casa	Como convivir con una persona contagiada?
000000000000000151	aislamiento_casa	Mi mujer positivo, yo no
000000000000000152	aislamiento_casa	vivo con una persona enferma
000000000000000153	aislamiento_casa	Se puede uno contagiar a partir de 14 días viviendo con un positivo?
000000000000000154	aislamiento_casa	¿Todo el mundo puede vivir con una persona aislada?
000000000000000155	aislamiento_casa	¿Quién no puede convivir con una persona aislada?
000000000000000156	aislamiento_casa	¿Todo el mundo puede vivir con una persona aislada?
000000000000000157	aislamiento_casa	tenemos que respetar la distancia de un metro también en casa?
000000000000000158	aislamiento_casa	Puedo cocinar si estoy infectado
000000000000000159	aislamiento_casa	cuando salga del hospital tengo que estar en aislamiento o puedo mezclarme con la familia?
000000000000000160	aislamiento_casa	Todo el mundo puede vivir con una persona aislada?
000000000000000161	aislamiento_casa	Quienes no pueden convivir con una persona aislada?
000000000000000162	aislamiento_casa	Que criterios hay que cumplir para vivir con una persona aislada?
000000000000000163	aislamiento_casa	Convivir con una persona contagiada
000000000000000164	aislamiento_casa	convivir con contagiados
000000000000000165	aislamiento_casa	como convivir con infectados
000000000000000166	aislamiento_casa	convivencia aislamiento
000000000000000167	aislamiento_casa	Mi compañero está en aislamiento
000000000000000168	aislamiento_casa	Convivir con aislamiento
000000000000000169	aislamiento_casa	¿Cómo afecta el aislamiento a mi familia?
000000000000000170	aislamiento_casa	¿Puedo estar en aislamiento con otras personas?
000000000000000171	aislamiento_casa	¿Cómo se vive en aislamiento?
000000000000000172	aislamiento_casa	Criterios para el aislamiento
000000000000000173	aislamiento_casa	duración del aislamiento después de haber mostrado sintomas
000000000000000174	aislamiento_casa	Mi pareja tiene coronavirus, que hago?
000000000000000175	aislamiento_casa	Mi mujer está enferma
000000000000000176	aislamiento_casa	Mi mujer tiene coronavirus
000000000000000177	aislamiento_casa	mi mujer tiene coronavirus
000000000000000178	aislamiento_casa	mi mujer tiene coronavirus
000000000000000179	aislamiento_casa	mi mujer está enferma
000000000000000180	aislamiento_casa	Tengo que hacer cuarentena si no me hacen la test?
000000000000000181	alimentos	Comer
000000000000000182	alimentos	Comida
000000000000000183	alimentos	vitamina C
000000000000000184	alimentos	vitamina D
000000000000000185	alimentos	Es necesario potenciar el consumo de vitamina D para combatir el coronavirus?
000000000000000186	alimentos	Es necesario tomar el sol para poder sintetizar vitamina D?
000000000000000187	alimentos	Cuándo hay que tomar suplementos vitamínicos
000000000000000188	alimentos	hay que tomar vitaminas?
000000000000000189	alimentos	suplementos vitamínicos
000000000000000190	alimentos	Alimentos
000000000000000191	alimentos	Beber
000000000000000192	alimentos	Consejos sobre alimentación
000000000000000193	alimentos	¿puedo infectarme al comer comida contagiada?
000000000000000194	alimentos	Una cerveza?
000000000000000195	alimentos	puedo comer queso
000000000000000196	alimentos	¿tengo que congelar los alimentos?
000000000000000197	alimentos	consejos frutas
000000000000000198	alimentos	consejos relacionados con alimentación
000000000000000199	alimentos	alimentación
000000000000000200	alimentos	la comida puede contagiarnos
000000000000000201	alimentos	¿Es importante beber agua?
000000000000000202	alimentos	tengo que congelar la comida?
000000000000000203	alimentos	Y la comida?
000000000000000204	alimentos	Pautas para una buena alimentación
000000000000000205	alimentos	¿Se puede prevenir el coronavirus con una buena alimentación?
000000000000000206	alimentos	Recomendaciones nutricionales
000000000000000207	alimentos	¿Qué debo comer?
000000000000000208	alimentos	guisar
000000000000000209	alimentos	cocinar
000000000000000210	alimentos	comer
000000000000000211	alimentos	tengo hambre
000000000000000212	alimentos	comida
000000000000000213	alimentos	nutrición
000000000000000214	alimentos	dieta
000000000000000215	alimentos	¿qué dieta debo seguir?
000000000000000216	alimentos	¿hay alimentos que pueden prevenir el coronavirus?
000000000000000217	alimentos	¿se transmite el coronavirus a través de los alimentos?
000000000000000218	alimentos	Espárragos
000000000000000219	alta	alta médica
000000000000000220	alta	Alta
000000000000000221	alta	cuándo dan el alta
000000000000000222	alta	condiciones para dar el alta
000000000000000223	alta	¿cuánto tiempo suelen tardar en dar el alta?
000000000000000224	alta	alta hospitalaria
000000000000000225	animales	Los mascota transmiten el virus por el pelo?
000000000000000226	animales	Desplazamiento para alimentar animales fuera de la provincia
000000000000000227	animales	Animales
000000000000000228	animales	mascota
000000000000000229	animales	Montar a caballo
000000000000000230	animales	animales
000000000000000231	animales	mascota
000000000000000232	animales	Adopción de mascota. Traslado mascota
000000000000000233	animales	habéis valorado si los mosquitos pueden ser medio de transmisión del Covid-coronavirus?
000000000000000234	animales	mascota
000000000000000235	animales	mascota
000000000000000236	animales	mascota
000000000000000237	animales	Contagian el coronavirus los mosquitos?
000000000000000238	animales	Gallinas
000000000000000239	animales	Un tigre con coronavirus
000000000000000240	animales	Tigresa
000000000000000241	animales	Las mascota se pueden contagiar?
000000000000000242	animales	Ratas
000000000000000243	animales	Por qué se habla de murciélago
000000000000000244	animales	Conejo mascota contagio
000000000000000245	animales	Los humanos ¿podemos contagiar a nuestros mascota?
000000000000000246	animales	Mi mascota está malo
000000000000000247	animales	mascota
000000000000000248	animales	murciélago
000000000000000249	animales	casos en mascota
000000000000000250	animales	transmisión humano a animal
000000000000000251	animales	transmisión animal a humano
000000000000000252	animales	Contagio mascota
000000000000000253	animales	mascota
000000000000000254	animales	contagios en animales
000000000000000255	animales	Los mascota contagian a las personas?
000000000000000256	animales	mascota
000000000000000257	animales	mascota
000000000000000258	animales	Los mascota pueden enfermar
000000000000000259	animales	Tengo mascota
000000000000000260	animales	mascota
000000000000000261	animales	Transmiten los mosquitos?
000000000000000262	animales	Puede contagiar un mascota?
000000000000000263	animales	Si el coronavirus es una coronavirus de animales
000000000000000264	animales	¿pueden infectarse las mascota?
000000000000000265	animales	¿pueden contagiarse los animales?
000000000000000266	animales	tengo mascota, ¿puede contagiarse?
000000000000000267	animales	tengo dos mascota ¿debo preocuparme por ellos?
000000000000000268	animales	llevo a mi mascota al mascota?
000000000000000269	animales	llevar a mi mascota al mascota?
000000000000000270	animales	puedo ir al mascota
000000000000000271	animales	mascota
000000000000000272	animales	mascota
000000000000000273	animales	Pasa el coronavirus a mascota
000000000000000274	animales	Se transmite a otros animales
000000000000000275	animales	mascota
000000000000000276	animales	Los mascota se pueden contagiar
000000000000000277	animales	Se lo puedo transmitir a mi mascota?
000000000000000278	animales	Pero un humano puede transmitirlo a mascota?
000000000000000279	animales	Pueden los mascota morir de coronavirus?
000000000000000280	animales	Afecta a las mascota?
000000000000000281	animales	Los animales de mascota pueden transmitirlo?
000000000000000282	animales	¿Mi mascota me lo puede pegar?
000000000000000283	animales	¿Es peligroso acercarse a los mascota?
000000000000000284	animales	¿Mi mascota me lo puede transmitir?
000000000000000285	animales	¿Se puede contagiar mi mascota?
000000000000000286	animales	Los mascota lo contagian?
000000000000000287	animales	Si el coronavirus es una coronavirus de animales, puedo contagiar a mi mascota?
000000000000000288	animales	¿Pueden los mascota morir de coronavirus?
000000000000000289	animales	¿Los mascota lo contagian?
000000000000000290	animales	¿Afecta a las mascota?
000000000000000291	animales	Pero un humano puede transmitirlo a mascota?
000000000000000292	animales	¿Hay peligro con los mascota?
000000000000000293	animales	Tengo que alimentar a los animales de la mascota ¿corro peligro?
000000000000000294	animales	¿Se transmite a los mascota?
000000000000000295	animales	¿Lo transmiten los mascota?
000000000000000296	animales	¿Puedo contagiar a mi mascota?
000000000000000297	animales	¿Pueden contraer el coronavirus las mascota?
000000000000000298	animales	¿Puedo contraer el coronavirus de la COVID-coronavirus por contacto con mi mascota?
000000000000000299	animales	¿Transmiten la coronavirus los animales de mascota?
000000000000000300	animales	¿Transmiten la coronavirus los mascota?
000000000000000301	animales	¿Transmiten la coronavirus los mascota?
000000000000000302	animales	¿Se pueden contagiar los mascota?
000000000000000303	animales	¿Me lo puede contagiar el mascota?
000000000000000304	animales	¿Me lo puede contagiar el mascota?
000000000000000305	animales	¿Los animales de mascota transmiten la enfermedad?
000000000000000306	animales	¿Pueden los humanos contraer el virus de la COVID-coronavirus por contacto con un mascota?
000000000000000307	animales	¿Si me pica un mosquito me puedo contagiar?
000000000000000308	animales	¿Los mosquitos transmiten la COVID-coronavirus?
000000000000000309	animales	¿Hay peligro con los mosquitos?